index,timestep,sample
249,0.7507508,25.382496
250,0.7497498,27.326403
251,0.7487488,29.95464
252,0.7477478,29.445253
253,0.7467468,32.33389
254,0.7457458,34.70828
255,0.7447448,36.260136
256,0.7437438,35.78422
257,0.7427427,33.72702
258,0.7417417,31.016026
259,0.7407407,31.326365
260,0.7397397,30.464338
261,0.7387387,31.12966
262,0.7377377,30.844679
263,0.7367367,29.812698
264,0.7357357,29.604803
265,0.7347347,26.523548
266,0.7337337,25.59354
267,0.7327327,23.010118
268,0.7317317,20.386793
269,0.7307307,22.53528
270,0.7297297,21.382185
271,0.7287287,21.94001
272,0.7277277,22.257544
273,0.7267267,23.284355
274,0.7257257,23.497896
275,0.7247247,23.530218
276,0.7237237,23.799194
277,0.7227227,22.530758
278,0.7217217,20.831171
279,0.7207207,18.444752
280,0.7197197,18.820822
281,0.7187187,18.466837
282,0.7177177,16.795862
283,0.7167167,16.636705
284,0.7157157,18.111012
285,0.7147147,17.87334
286,0.7137137,16.667612
287,0.7127127,17.228025
288,0.7117117,16.681927
289,0.7107107,15.05202
290,0.7097097,13.129726
291,0.7087087,12.631216
292,0.7077077,13.133783
293,0.7067067,13.102833
294,0.7057057,15.510875
295,0.7047047,14.8993845
296,0.7037037,14.068104
297,0.7027027,15.822964
298,0.7017017,15.9908085
299,0.7007007,16.610703
300,0.6996997,15.385411
301,0.6986987,15.17436
302,0.6976977,15.258084
303,0.6966967,17.27904
304,0.6956957,15.448848
305,0.6946947,17.00856
306,0.6936937,17.53822
307,0.6926927,15.917963
308,0.6916917,15.3764305
309,0.6906907,15.013743
310,0.6896897,15.638599
311,0.6886887,15.924191
312,0.6876877,16.015785
313,0.6866867,16.140753
314,0.6856857,17.020515
315,0.6846847,16.804733
316,0.6836837,17.658789
317,0.6826827,17.449291
318,0.6816817,16.725664
319,0.6806807,18.423815
320,0.6796797,18.457783
321,0.6786787,19.040064
322,0.6776777,20.703274
323,0.6766767,21.328737
324,0.6756757,22.04264
325,0.6746747,22.513102
326,0.6736737,24.379969
327,0.6726727,24.748173
328,0.6716717,25.271362
329,0.6706707,26.081348
330,0.6696697,27.140112
331,0.6686687,26.803719
332,0.6676677,25.571253
333,0.6666667,24.39676
334,0.6656657,24.218885
335,0.6646647,26.496641
336,0.6636637,26.448008
337,0.6626627,28.269035
338,0.6616617,29.193813
339,0.6606607,29.65652
340,0.6596597,29.254526
341,0.6586587,30.120762
342,0.6576577,30.825165
343,0.6566567,30.274965
344,0.6556557,28.92357
345,0.6546547,27.369352
346,0.6536537,27.803404
347,0.6526527,27.667475
348,0.6516517,27.28382
349,0.6506507,27.902052
350,0.6496497,27.867786
351,0.6486487,25.69674
352,0.6476477,24.742237
353,0.6466467,24.96091
354,0.6456457,25.368843
355,0.6446447,25.640474
356,0.6436437,25.230917
357,0.6426427,23.896955
358,0.6416417,24.011242
359,0.6406406,22.642138
360,0.6396396,23.448393
361,0.6386386,23.423077
362,0.6376376,22.988247
363,0.6366366,23.360634
364,0.6356356,23.11423
365,0.6346346,23.74204
366,0.6336336,24.446209
367,0.6326326,24.647387
368,0.6316316,25.18249
369,0.6306306,25.523993
370,0.6296296,26.205206
371,0.6286286,26.176502
372,0.6276276,26.752792
373,0.6266266,26.989006
374,0.6256256,26.516624
375,0.6246246,26.43606
376,0.6236236,26.768934
377,0.6226226,26.633423
378,0.6216216,26.728098
379,0.6206206,27.697554
380,0.6196196,27.222359
381,0.6186186,26.517708
382,0.6176176,27.061214
383,0.6166166,27.639818
384,0.6156156,27.562922
385,0.6146146,27.681993
386,0.6136136,26.795496
387,0.6126126,26.518145
388,0.6116116,26.16836
389,0.6106106,25.214104
390,0.6096096,25.23588
391,0.6086086,25.865349
392,0.6076076,26.16185
393,0.6066066,26.16611
394,0.6056056,26.793308
395,0.6046046,27.664108
396,0.6036036,28.897285
397,0.6026026,28.50112
398,0.6016016,28.897316
399,0.6006006,28.460487
400,0.5995996,29.21959
401,0.5985986,29.760433
402,0.5975976,29.901915
403,0.5965966,29.76502
404,0.5955956,29.954681
405,0.5945946,30.449345
406,0.5935936,31.304852
407,0.5925926,30.263388
408,0.5915916,30.616543
409,0.5905906,30.509853
410,0.5895896,30.910797
411,0.5885886,30.086952
412,0.5875876,30.833687
413,0.5865866,30.816238
414,0.5855856,30.481379
415,0.5845846,31.546442
416,0.5835836,31.749311
417,0.5825826,31.177237
418,0.5815816,30.136415
419,0.5805806,29.063179
420,0.5795796,29.436234
421,0.5785786,28.683167
422,0.5775776,28.633099
423,0.5765766,27.611837
424,0.5755756,27.664955
425,0.5745746,27.838535
426,0.5735736,28.322548
427,0.5725726,27.414337
428,0.5715716,27.880543
429,0.5705706,26.692228
430,0.5695696,27.884573
431,0.5685686,27.600294
432,0.5675676,28.231953
433,0.5665666,28.704721
434,0.5655656,28.733637
435,0.5645646,28.760538
436,0.5635636,28.990763
437,0.5625626,28.689148
438,0.5615616,28.715954
439,0.5605606,28.558802
440,0.5595596,28.452873
441,0.5585586,27.691818
442,0.5575576,28.054453
443,0.5565566,28.35841
444,0.5555556,29.23345
445,0.5545546,29.557678
446,0.5535536,29.893728
447,0.5525526,29.868956
448,0.5515516,30.176718
449,0.5505506,30.36854
450,0.5495496,30.532919
451,0.5485486,30.563276
452,0.5475476,30.201572
453,0.5465466,30.176481
454,0.5455456,30.410755
455,0.5445446,30.201794
456,0.5435436,29.773546
457,0.5425426,29.48167
458,0.5415416,29.768972
