id,prior_position,prior_time,prior:smax_gaussian,prior:convolved_data,integrand:TotalIntegrand,integrand:FlowIntegrand
0,11.102700233459473,1.0,-5.180012226104736,-5.188681602478027,1.122038,0.33194733
1,-66.03112030029297,1.0,-5.612342834472656,-5.597891807556152,1.9826391,1.4408677
2,-63.56118392944336,1.0,-5.579680919647217,-5.5657501220703125,1.2586927,0.8175336
3,-13.605417251586914,1.0,-5.186322212219238,-5.188220977783203,-0.15554154,0.071222834
4,-59.51470184326172,1.0,-5.528862476348877,-5.515880107879639,0.9194407,1.6210012
5,37.45692825317383,1.0,-5.310599327087402,-5.322108268737793,0.9893204,1.0405109
6,16.35292625427246,1.0,-5.194721221923828,-5.204379081726074,1.4436148,0.9930533
7,-109.41365814208984,1.0,-6.388999938964844,-6.376308917999268,1.0934861,0.8907945
8,-30.138376235961914,1.0,-5.260119438171387,-5.256363868713379,1.5538167,1.9186927
9,26.474267959594727,1.0,-5.23895263671875,-5.249944686889648,0.8798928,1.1729834
10,32.10215759277344,1.0,-5.272591590881348,-5.283974647521973,0.78056586,0.6741085
11,-62.528602600097656,1.0,-5.5663957595825195,-5.552695274353027,1.5918278,1.2690978
12,-92.75762939453125,1.0,-6.045390605926514,-6.029130458831787,2.0867453,1.4942228
13,139.11936950683594,1.0,-7.142352104187012,-7.120189666748047,2.7951834,1.1349578
14,-8.104546546936035,1.0,-5.174136161804199,-5.177783012390137,1.3949728,0.67553896
15,-74.56493377685547,1.0,-5.734773635864258,-5.718924045562744,1.7136774,1.2093966
16,39.23932647705078,1.0,-5.324548721313477,-5.336045265197754,0.46605694,1.0942376
17,-1.2235463857650757,1.0,-5.167586326599121,-5.173253059387207,1.4128541,1.4332677
18,-22.837759017944336,1.0,-5.220654487609863,-5.219438552856445,1.3456056,1.2681284
19,0.6198585033416748,1.0,-5.167472839355469,-5.173642635345459,0.8020941,1.0829059
20,2.4707629680633545,1.0,-5.168056488037109,-5.174714088439941,-0.59649944,1.7587857
21,56.10966110229492,1.0,-5.4886884689331055,-5.498705863952637,1.0209036,0.3557081
22,14.833420753479004,1.0,-5.18988561630249,-5.199277400970459,0.67203444,1.3041619
23,-79.03240203857422,1.0,-5.804792881011963,-5.788490295410156,2.0762608,1.8026952
24,57.7760124206543,1.0,-5.508052825927734,-5.517791748046875,1.4631244,1.2779418
25,-41.930030822753906,1.0,-5.346834659576416,-5.339044094085693,0.46366966,0.86351985
26,-61.616329193115234,1.0,-5.554839134216309,-5.5413498878479,1.8254862,0.9683519
27,30.489744186401367,1.0,-5.262293338775635,-5.273591041564941,1.4127928,0.7751074
28,-132.7034912109375,1.0,-6.964394569396973,-6.964776039123535,3.0374365,1.4123242
29,83.45267486572266,1.0,-5.878081798553467,-5.880771160125732,-0.28898948,1.4165585
30,-39.030914306640625,1.0,-5.3228840827941895,-5.316063404083252,-0.10646967,0.2509404
31,-106.2796859741211,1.0,-6.3200225830078125,-6.306326866149902,1.8739868,0.7776831
32,-53.87165451049805,1.0,-5.463572025299072,-5.452090740203857,0.55341953,1.2864722
33,-100.49722290039062,1.0,-6.198014259338379,-6.182883262634277,0.98634726,0.25084737
34,-108.79072570800781,1.0,-6.375129699707031,-6.3622260093688965,2.2180965,0.8267717
35,-72.58088684082031,1.0,-5.704983234405518,-5.689399719238281,-0.23818937,1.4165624
