index,timestep,Diffusion_Coeff,Divergence,score,pos
0,0.0,39.05299377441406,-0.007305600214749575,0.10877411812543869,27.792030334472656
1,0.0010010009864345193,39.08612823486328,-0.006549425423145294,0.11803600192070007,27.001235961914062
2,0.0020020019728690386,39.11929702758789,-0.007049317471683025,0.11446622759103775,27.704360961914062
3,0.0030030030757188797,39.15248489379883,-0.00790742039680481,0.10273078829050064,29.384796142578125
4,0.004004003945738077,39.185707092285156,-0.007471850141882896,0.1091727539896965,28.66455078125
5,0.005005004815757275,39.218955993652344,-0.0074125025421381,0.11028528958559036,28.6037540435791
6,0.006006006151437759,39.25223159790039,-0.006172721274197102,0.12311110645532608,26.80108642578125
7,0.007007007021456957,39.28553771972656,-0.008040833286941051,0.10172552615404129,29.816299438476562
8,0.008008007891476154,39.31887435913086,-0.008793319575488567,0.08788473159074783,31.47465705871582
9,0.009009009227156639,39.352237701416016,-0.008820155635476112,0.08717931807041168,31.554149627685547
10,0.01001000963151455,39.38562774658203,-0.009042620658874512,0.08053723722696304,32.28092575073242
11,0.011011010967195034,39.41904830932617,-0.00893014669418335,0.08256572484970093,32.00197982788086
12,0.012012012302875519,39.452491760253906,-0.00915586482733488,0.06725144386291504,33.59152603149414
13,0.013013012707233429,39.48596954345703,-0.009049652144312859,0.06508247554302216,33.68336486816406
14,0.014014014042913914,39.51947021484375,-0.00893879123032093,0.05710978806018829,34.38475036621094
15,0.015015014447271824,39.55300521850586,-0.008833562955260277,0.04319510981440544,35.7652587890625
16,0.01601601578295231,39.58656692504883,-0.008656598627567291,0.03811360523104668,36.21653366088867
17,0.01701701618731022,39.620155334472656,-0.008668366819620132,0.020114969462156296,38.21315002441406
18,0.018018018454313278,39.653770446777344,-0.008489586412906647,0.02337309531867504,37.79917526245117
19,0.01901901885867119,39.68742370605469,-0.008492881432175636,0.013641961850225925,38.93637466430664
20,0.0200200192630291,39.721092224121094,-0.008493238128721714,-0.00019894956494681537,40.586483001708984
21,0.021021021530032158,39.754798889160156,-0.00836934894323349,-0.029212038964033127,44.06060791015625
22,0.022022021934390068,39.78852844238281,-0.008209087885916233,-0.03499012067914009,44.82666778564453
23,0.023023022338747978,39.82229232788086,-0.008164634928107262,-0.024398323148489,43.59169006347656
24,0.024024024605751038,39.8560791015625,-0.008055593818426132,-0.02645108290016651,43.886009216308594
25,0.025025025010108948,39.889896392822266,-0.007914697751402855,-0.0329299159348011,44.75426483154297
26,0.026026025414466858,39.92374801635742,-0.007818100042641163,-0.006553017999976873,41.45945739746094
27,0.027027025818824768,39.95762252807617,-0.007620935328304768,0.002481082919985056,40.319889068603516
28,0.028028028085827827,39.99152755737305,-0.0073059238493442535,0.013922281563282013,38.80568313598633
29,0.029029028490185738,40.02545928955078,-0.007059795781970024,0.01879863440990448,38.0958251953125
30,0.030030028894543648,40.05942153930664,-0.006909683812409639,0.0194097850471735,37.95646667480469
31,0.031031031161546707,40.093414306640625,-0.006711643189191818,0.02136116288602352,37.612144470214844
32,0.03203203156590462,40.1274299621582,-0.006439581047743559,0.029904628172516823,36.328269958496094
33,0.03303303197026253,40.16147994995117,-0.006630812771618366,0.02060939371585846,37.81245803833008
34,0.03403403237462044,40.195556640625,-0.0064841341227293015,0.02661701664328575,36.94609451293945
35,0.03503503277897835,40.22966384887695,-0.006580748595297337,0.021710293367505074,37.72637939453125
36,0.036036036908626556,40.263797760009766,-0.0068724555894732475,0.007960475981235504,39.76764678955078
37,0.03703703731298447,40.29795837402344,-0.006603195331990719,0.01568339765071869,38.60795974731445
38,0.03803803771734238,40.3321533203125,-0.006426694802939892,0.019280996173620224,38.0213508605957
39,0.03903903812170029,40.36637878417969,-0.006372910924255848,0.016732534393668175,38.35978317260742
40,0.0400400385260582,40.40062713623047,-0.006016984116286039,0.025115059688687325,36.89097213745117
41,0.04104103893041611,40.434906005859375,-0.005732725840061903,0.030855664983391762,35.71160888671875
42,0.042042043060064316,40.469215393066406,-0.00549552496522665,0.03945847228169441,33.91161346435547
43,0.043043043464422226,40.50355529785156,-0.005310727749019861,0.04249852895736694,33.106483459472656
44,0.044044043868780136,40.53792190551758,-0.005196249112486839,0.03794947639107704,33.819759368896484
45,0.045045044273138046,40.572322845458984,-0.00497588561847806,0.047719113528728485,31.835494995117188
46,0.046046044677495956,40.606746673583984,-0.0049950843676924706,0.044375039637088776,32.41124725341797
47,0.04704704508185387,40.641197204589844,-0.005042168311774731,0.035795919597148895,34.063385009765625
48,0.048048049211502075,40.67568588256836,-0.0049575576558709145,0.04126734659075737,32.93080520629883
49,0.049049049615859985,40.71019744873047,-0.004844720475375652,0.0433616042137146,32.4358024597168
50,0.050050050020217896,40.7447395324707,-0.0042752488516271114,0.05095736309885979,30.655086517333984
51,0.051051050424575806,40.77931213378906,-0.004013230092823505,0.050982024520635605,30.387205123901367
52,0.052052050828933716,40.81391143798828,-0.003787333844229579,0.0504743829369545,30.232473373413086
53,0.053053051233291626,40.84854507446289,-0.002223026705905795,0.05461236461997032,28.466585159301758
54,0.054054051637649536,40.88320541381836,-0.0017692812252789736,0.053550031036138535,28.22782325744629
55,0.055055055767297745,40.91789627075195,-0.0015304902335628867,0.05187156796455383,28.158897399902344
56,0.056056056171655655,40.952613830566406,-0.0032141595147550106,0.04514772444963455,30.294851303100586
57,0.057057056576013565,40.987361907958984,-0.0029816050082445145,0.04458792135119438,30.099414825439453
58,0.058058056980371475,41.02214431762695,-0.0033452394418418407,0.04096536338329315,30.9285888671875
59,0.059059057384729385,41.056949615478516,-0.003565312596037984,0.03797709196805954,31.594079971313477
60,0.060060057789087296,41.0917854309082,-0.0034608645364642143,0.037750545889139175,31.468637466430664
61,0.061061061918735504,41.12665557861328,-0.0017189688514918089,0.044186435639858246,28.854782104492188
62,0.062062062323093414,41.16154479980469,7.183109119068831e-05,0.045169662684202194,27.328739166259766
63,0.06306306272745132,41.19647216796875,0.0020599234849214554,0.04362975433468819,26.147388458251953
64,0.06406406313180923,41.23143005371094,-4.701278521679342e-05,0.044334955513477325,27.635913848876953
65,0.06506506353616714,41.266414642333984,0.0005251290276646614,0.04307050257921219,27.337684631347656
66,0.06606606394052505,41.301429748535156,0.0006555349100381136,0.04152357950806618,27.357759475708008
67,0.06706706434488297,41.33647537231445,0.006378093734383583,0.02819683589041233,24.080352783203125
68,0.06806806474924088,41.37154769897461,0.004615213721990585,0.029763104394078255,24.93158531188965
69,0.06906906515359879,41.406654357910156,0.007594990078359842,0.015290812589228153,22.95822525024414
70,0.0700700655579567,41.44178771972656,0.003894238267093897,0.02614460699260235,25.263057708740234
71,0.0710710734128952,41.476951599121094,0.0005660597234964371,0.030103206634521484,28.131786346435547
72,0.07207207381725311,41.512142181396484,0.0013829616364091635,0.027684180065989494,27.345645904541016
73,0.07307307422161102,41.547367095947266,0.0010576213244348764,0.02670777589082718,27.738208770751953
74,0.07407407462596893,41.582618713378906,0.0005747668910771608,0.02626146376132965,28.32329559326172
75,0.07507507503032684,41.61790466308594,-0.0005717190797440708,0.02595101296901703,29.683393478393555
76,0.07607607543468475,41.65321731567383,-0.0011888646986335516,0.02531714178621769,30.52956771850586
77,0.07707707583904266,41.688560485839844,-0.0001184759457828477,0.026187751442193985,29.275489807128906
78,0.07807807624340057,41.72393035888672,-0.0010909351985901594,0.025350606068968773,30.605398178100586
79,0.07907907664775848,41.75933074951172,-0.0012502712197601795,0.024441707879304886,31.00311279296875
80,0.0800800770521164,41.794769287109375,-0.0006396546959877014,0.024558501318097115,30.276437759399414
81,0.0810810774564743,41.830230712890625,0.0007240134291350842,0.023770194500684738,28.74161720275879
82,0.08208207786083221,41.865726470947266,0.0009031010558828712,0.023099185898900032,28.606033325195312
83,0.08308307826519012,41.9012451171875,0.0017656119307503104,0.021445779129862785,27.667985916137695
84,0.08408408612012863,41.93680191040039,0.001653549843467772,0.021372826769948006,27.76169204711914
85,0.08508508652448654,41.97238540649414,0.0006021069712005556,0.022627003490924835,28.892147064208984
86,0.08608608692884445,42.00799560546875,0.001352533232420683,0.02168143354356289,27.935890197753906
87,0.08708708733320236,42.043643951416016,0.002258545719087124,0.019433358684182167,26.733440399169922
88,0.08808808773756027,42.079315185546875,0.0005400000372901559,0.021619176492094994,28.583580017089844
89,0.08908908814191818,42.115020751953125,0.0016017230227589607,0.01917296275496483,27.16983413696289
90,0.09009008854627609,42.1507568359375,-3.1639501685276628e-06,0.019711242988705635,29.12113380432129
