id,prior_position,prior_time,prior:smax_gaussian,prior:convolved_data,prior:estimated_data,integrand:TotalIntegrand,integrand:FlowIntegrand
36_r3,83.69217681884766,1.0,-5.882166385650635,-5.884768486022949,-5.882230758666992,0.5781477,1.3718886
37_r3,87.60557556152344,1.0,-5.950570106506348,-5.951694965362549,-5.950654983520508,1.8444273,1.0649532
38_r3,194.6953125,1.0,-9.035419464111328,-9.003314018249512,-9.036428451538086,4.5288534,1.721311
39_r3,52.242347717285156,1.0,-5.445930004119873,-5.456503868103027,-5.445863723754883,1.5981886,1.4447211
40_r3,16.56218910217285,1.0,-5.1954240798950195,-5.205117225646973,-5.195282936096191,0.69960576,-0.6091021
41_r3,34.21643829345703,1.0,-5.286899566650391,-5.298361301422119,-5.28678560256958,1.2770941,1.3975322
42_r3,123.63916778564453,1.0,-6.727295398712158,-6.712169170379639,-6.7276129722595215,1.1883647,1.0082725
43_r3,108.34800720214844,1.0,-6.365320682525635,-6.357442855834961,-6.365529537200928,0.14994329,-0.5836346
44_r3,61.11642837524414,1.0,-5.548578262329102,-5.557688236236572,-5.5485429763793945,1.6533512,0.7660106
45_r3,28.28719711303711,1.0,-5.249083518981934,-5.260229587554932,-5.248958110809326,0.90822333,1.2579824
46_r3,-104.06704711914062,1.0,-6.272530555725098,-6.258223056793213,-6.272711753845215,1.1748619,1.7554196
47_r3,-71.63567352294922,1.0,-5.691073417663574,-5.675629615783691,-5.691080570220947,1.7340434,1.6847619
